image_path,mask_path,label
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_98_5779.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_69_6925.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_1_7003.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_103_7266.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_103_7266.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_141_3614.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_18_3959.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_139_9800.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_76_8215.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_115_8247.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_94_255.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_152_4803.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_137_3679.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_91_6801.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_66_2429.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_18_8318.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_129_4147.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_22_6019.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_50_8782.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_1_160.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_155_1658.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_131_8252.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_22_476.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_56_5140.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_49_5262.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_116_3388.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_99_8063.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_9_5125.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_20_3828.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_78_4034.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_58_644.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_9_8636.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_127_8007.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_90_6015.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_50_6401.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_20_5762.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_82_3914.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_57_9565.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_114_5365.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_118_9128.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_101_4268.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_101_4268.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_92_3019.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_46_4773.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_26_1395.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_100_9302.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_100_9302.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_131_3441.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_48_1880.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_5_1292.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_97_6363.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_123_1330.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_75_3636.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_54_2219.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_85_3206.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_149_8931.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_9_6001.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_82_2958.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_25_432.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_4_9988.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_111_2477.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_137_225.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_155_8627.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_68_8968.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_10_7697.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_150_314.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_69_9520.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_43_330.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_133_7199.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_88_174.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_7_6374.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_89_7693.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_116_5425.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_128_4706.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_66_2287.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_39_4987.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_105_6151.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_105_6151.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_70_2517.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_4_5522.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_57_9750.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_57_3029.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_154_5175.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_124_7941.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_0_9495.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_0_9495.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_27_8396.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_158_8325.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_68_6511.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_63_151.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_87_1375.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_126_5161.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_57_497.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_19_1775.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_145_9151.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_91_3722.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_72_6288.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_99_475.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_9_7478.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_40_7727.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_71_942.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_78_8561.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_50_8502.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_94_5893.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_44_8192.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_129_838.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_157_5655.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_47_4049.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_156_8227.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_132_1708.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_78_4779.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_29_857.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_47_8019.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_156_1221.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_157_4992.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_144_5139.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_157_7192.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_151_6438.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_141_2416.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_132_8603.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_149_4615.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_40_5032.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_22_4722.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_16_6244.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_32_6619.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_155_1115.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_85_7685.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_9_8230.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_32_4399.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_104_3511.jpeg,/data1/abhinav/blood-cells/dataset2-master/complete/masks/NEUTROPHIL/_104_3511.jpeg,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_149_1027.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_127_2290.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_80_4652.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_26_3160.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_16_9303.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_155_5244.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_55_2242.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_60_2072.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_70_2678.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_53_9185.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_47_3175.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_83_3311.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_6_4296.jpeg,none,NEUTROPHIL
/data1/abhinav/blood-cells/dataset2-master/complete/images/NEUTROPHIL/_73_6385.jpeg,none,NEUTROPHIL
